Power n1 n2 mu1 mu2 sigma1 sigma2 GND_shape_parameter alpha mean_evaluation median_evaluation skewness_evaluation
0,132 10 10 0 0,100 1 1 9 0,100 -0,372 -0,378 0,077
0,071 10 10 0 0,100 1 1 9 0,050 -0,372 -0,378 0,077
0,012 10 10 0 0,100 1 1 9 0,010 -0,372 -0,378 0,077
0,001 10 10 0 0,100 1 1 9 0,001 -0,372 -0,378 0,077
0,130 20 10 0 0,100 1 1 9 0,100 -0,433 -0,440 0,086
0,069 20 10 0 0,100 1 1 9 0,050 -0,433 -0,440 0,086
0,014 20 10 0 0,100 1 1 9 0,010 -0,433 -0,440 0,086
0,001 20 10 0 0,100 1 1 9 0,001 -0,433 -0,440 0,086
0,134 30 10 0 0,100 1 1 9 0,100 -0,455 -0,469 0,064
0,072 30 10 0 0,100 1 1 9 0,050 -0,455 -0,469 0,064
0,014 30 10 0 0,100 1 1 9 0,010 -0,455 -0,469 0,064
0,001 30 10 0 0,100 1 1 9 0,001 -0,455 -0,469 0,064
0,167 30 30 0 0,100 1 1 9 0,100 -0,642 -0,651 0,072
0,094 30 30 0 0,100 1 1 9 0,050 -0,642 -0,651 0,072
0,023 30 30 0 0,100 1 1 9 0,010 -0,642 -0,651 0,072
0,003 30 30 0 0,100 1 1 9 0,001 -0,642 -0,651 0,072
0,181 40 30 0 0,100 1 1 9 0,100 -0,690 -0,700 0,049
0,102 40 30 0 0,100 1 1 9 0,050 -0,690 -0,700 0,049
0,027 40 30 0 0,100 1 1 9 0,010 -0,690 -0,700 0,049
0,003 40 30 0 0,100 1 1 9 0,001 -0,690 -0,700 0,049
0,188 50 30 0 0,100 1 1 9 0,100 -0,721 -0,735 0,064
0,110 50 30 0 0,100 1 1 9 0,050 -0,721 -0,735 0,064
0,028 50 30 0 0,100 1 1 9 0,010 -0,721 -0,735 0,064
0,004 50 30 0 0,100 1 1 9 0,001 -0,721 -0,735 0,064
0,218 50 50 0 0,100 1 1 9 0,100 -0,838 -0,848 0,053
0,135 50 50 0 0,100 1 1 9 0,050 -0,838 -0,848 0,053
0,041 50 50 0 0,100 1 1 9 0,010 -0,838 -0,848 0,053
0,005 50 50 0 0,100 1 1 9 0,001 -0,838 -0,848 0,053
0,228 60 50 0 0,100 1 1 9 0,100 -0,879 -0,888 0,050
0,141 60 50 0 0,100 1 1 9 0,050 -0,879 -0,888 0,050
0,042 60 50 0 0,100 1 1 9 0,010 -0,879 -0,888 0,050
0,007 60 50 0 0,100 1 1 9 0,001 -0,879 -0,888 0,050
0,238 70 50 0 0,100 1 1 9 0,100 -0,911 -0,910 0,037
0,150 70 50 0 0,100 1 1 9 0,050 -0,911 -0,910 0,037
0,047 70 50 0 0,100 1 1 9 0,010 -0,911 -0,910 0,037
0,008 70 50 0 0,100 1 1 9 0,001 -0,911 -0,910 0,037
0,268 70 70 0 0,100 1 1 9 0,100 -1,005 -1,000 0,016
0,173 70 70 0 0,100 1 1 9 0,050 -1,005 -1,000 0,016
0,056 70 70 0 0,100 1 1 9 0,010 -1,005 -1,000 0,016
0,011 70 70 0 0,100 1 1 9 0,001 -1,005 -1,000 0,016
0,268 80 70 0 0,100 1 1 9 0,100 -1,023 -1,028 0,053
0,172 80 70 0 0,100 1 1 9 0,050 -1,023 -1,028 0,053
0,058 80 70 0 0,100 1 1 9 0,010 -1,023 -1,028 0,053
0,010 80 70 0 0,100 1 1 9 0,001 -1,023 -1,028 0,053
0,282 90 70 0 0,100 1 1 9 0,100 -1,061 -1,059 0,014
0,187 90 70 0 0,100 1 1 9 0,050 -1,061 -1,059 0,014
0,065 90 70 0 0,100 1 1 9 0,010 -1,061 -1,059 0,014
0,012 90 70 0 0,100 1 1 9 0,001 -1,061 -1,059 0,014
0,307 90 90 0 0,100 1 1 9 0,100 -1,127 -1,127 0,021
0,202 90 90 0 0,100 1 1 9 0,050 -1,127 -1,127 0,021
0,071 90 90 0 0,100 1 1 9 0,010 -1,127 -1,127 0,021
0,015 90 90 0 0,100 1 1 9 0,001 -1,127 -1,127 0,021
0,316 100 90 0 0,100 1 1 9 0,100 -1,149 -1,155 0,030
0,209 100 90 0 0,100 1 1 9 0,050 -1,149 -1,155 0,030
0,073 100 90 0 0,100 1 1 9 0,010 -1,149 -1,155 0,030
0,014 100 90 0 0,100 1 1 9 0,001 -1,149 -1,155 0,030
0,330 110 90 0 0,100 1 1 9 0,100 -1,181 -1,186 0,062
0,218 110 90 0 0,100 1 1 9 0,050 -1,181 -1,186 0,062
0,080 110 90 0 0,100 1 1 9 0,010 -1,181 -1,186 0,062
0,014 110 90 0 0,100 1 1 9 0,001 -1,181 -1,186 0,062
0,347 110 110 0 0,100 1 1 9 0,100 -1,243 -1,246 0,029
0,237 110 110 0 0,100 1 1 9 0,050 -1,243 -1,246 0,029
0,089 110 110 0 0,100 1 1 9 0,010 -1,243 -1,246 0,029
0,019 110 110 0 0,100 1 1 9 0,001 -1,243 -1,246 0,029
0,362 120 110 0 0,100 1 1 9 0,100 -1,276 -1,289 0,053
0,250 120 110 0 0,100 1 1 9 0,050 -1,276 -1,289 0,053
0,093 120 110 0 0,100 1 1 9 0,010 -1,276 -1,289 0,053
0,019 120 110 0 0,100 1 1 9 0,001 -1,276 -1,289 0,053
0,367 130 110 0 0,100 1 1 9 0,100 -1,300 -1,310 0,020
0,255 130 110 0 0,100 1 1 9 0,050 -1,300 -1,310 0,020
0,098 130 110 0 0,100 1 1 9 0,010 -1,300 -1,310 0,020
0,020 130 110 0 0,100 1 1 9 0,001 -1,300 -1,310 0,020
0,390 130 130 0 0,100 1 1 9 0,100 -1,357 -1,356 0,021
0,275 130 130 0 0,100 1 1 9 0,050 -1,357 -1,356 0,021
0,113 130 130 0 0,100 1 1 9 0,010 -1,357 -1,356 0,021
0,028 130 130 0 0,100 1 1 9 0,001 -1,357 -1,356 0,021
0,401 140 130 0 0,100 1 1 9 0,100 -1,392 -1,390 0,001
0,283 140 130 0 0,100 1 1 9 0,050 -1,392 -1,390 0,001
0,115 140 130 0 0,100 1 1 9 0,010 -1,392 -1,390 0,001
0,026 140 130 0 0,100 1 1 9 0,001 -1,392 -1,390 0,001
0,405 150 130 0 0,100 1 1 9 0,100 -1,405 -1,404 0,037
0,292 150 130 0 0,100 1 1 9 0,050 -1,405 -1,404 0,037
0,119 150 130 0 0,100 1 1 9 0,010 -1,405 -1,404 0,037
0,027 150 130 0 0,100 1 1 9 0,001 -1,405 -1,404 0,037
0,424 150 150 0 0,100 1 1 9 0,100 -1,453 -1,447 -0,014
0,307 150 150 0 0,100 1 1 9 0,050 -1,453 -1,447 -0,014
0,126 150 150 0 0,100 1 1 9 0,010 -1,453 -1,447 -0,014
0,031 150 150 0 0,100 1 1 9 0,001 -1,453 -1,447 -0,014
0,436 160 150 0 0,100 1 1 9 0,100 -1,483 -1,489 0,034
0,316 160 150 0 0,100 1 1 9 0,050 -1,483 -1,489 0,034
0,136 160 150 0 0,100 1 1 9 0,010 -1,483 -1,489 0,034
0,032 160 150 0 0,100 1 1 9 0,001 -1,483 -1,489 0,034
0,447 170 150 0 0,100 1 1 9 0,100 -1,505 -1,500 0,000
0,324 170 150 0 0,100 1 1 9 0,050 -1,505 -1,500 0,000
0,142 170 150 0 0,100 1 1 9 0,010 -1,505 -1,500 0,000
0,035 170 150 0 0,100 1 1 9 0,001 -1,505 -1,500 0,000
0,465 170 170 0 0,100 1 1 9 0,100 -1,557 -1,554 0,031
0,343 170 170 0 0,100 1 1 9 0,050 -1,557 -1,554 0,031
0,155 170 170 0 0,100 1 1 9 0,010 -1,557 -1,554 0,031
0,040 170 170 0 0,100 1 1 9 0,001 -1,557 -1,554 0,031
0,474 180 170 0 0,100 1 1 9 0,100 -1,572 -1,575 0,040
0,352 180 170 0 0,100 1 1 9 0,050 -1,572 -1,575 0,040
0,158 180 170 0 0,100 1 1 9 0,010 -1,572 -1,575 0,040
0,043 180 170 0 0,100 1 1 9 0,001 -1,572 -1,575 0,040
0,483 190 170 0 0,100 1 1 9 0,100 -1,601 -1,600 -0,002
0,360 190 170 0 0,100 1 1 9 0,050 -1,601 -1,600 -0,002
0,162 190 170 0 0,100 1 1 9 0,010 -1,601 -1,600 -0,002
0,044 190 170 0 0,100 1 1 9 0,001 -1,601 -1,600 -0,002
0,507 190 190 0 0,100 1 1 9 0,100 -1,649 -1,657 0,060
0,385 190 190 0 0,100 1 1 9 0,050 -1,649 -1,657 0,060
0,178 190 190 0 0,100 1 1 9 0,010 -1,649 -1,657 0,060
0,047 190 190 0 0,100 1 1 9 0,001 -1,649 -1,657 0,060
0,502 200 190 0 0,100 1 1 9 0,100 -1,643 -1,650 0,037
0,378 200 190 0 0,100 1 1 9 0,050 -1,643 -1,650 0,037
0,170 200 190 0 0,100 1 1 9 0,010 -1,643 -1,650 0,037
0,046 200 190 0 0,100 1 1 9 0,001 -1,643 -1,650 0,037
0,513 210 190 0 0,100 1 1 9 0,100 -1,673 -1,677 0,024
0,389 210 190 0 0,100 1 1 9 0,050 -1,673 -1,677 0,024
0,181 210 190 0 0,100 1 1 9 0,010 -1,673 -1,677 0,024
0,053 210 190 0 0,100 1 1 9 0,001 -1,673 -1,677 0,024
0,538 210 210 0 0,100 1 1 9 0,100 -1,736 -1,737 0,016
0,411 210 210 0 0,100 1 1 9 0,050 -1,736 -1,737 0,016
0,195 210 210 0 0,100 1 1 9 0,010 -1,736 -1,737 0,016
0,060 210 210 0 0,100 1 1 9 0,001 -1,736 -1,737 0,016
0,547 220 210 0 0,100 1 1 9 0,100 -1,747 -1,761 0,067
0,420 220 210 0 0,100 1 1 9 0,050 -1,747 -1,761 0,067
0,204 220 210 0 0,100 1 1 9 0,010 -1,747 -1,761 0,067
0,060 220 210 0 0,100 1 1 9 0,001 -1,747 -1,761 0,067
0,551 230 210 0 0,100 1 1 9 0,100 -1,767 -1,775 0,031
0,423 230 210 0 0,100 1 1 9 0,050 -1,767 -1,775 0,031
0,203 230 210 0 0,100 1 1 9 0,010 -1,767 -1,775 0,031
0,059 230 210 0 0,100 1 1 9 0,001 -1,767 -1,775 0,031
0,571 230 230 0 0,100 1 1 9 0,100 -1,812 -1,825 0,028
0,448 230 230 0 0,100 1 1 9 0,050 -1,812 -1,825 0,028
0,221 230 230 0 0,100 1 1 9 0,010 -1,812 -1,825 0,028
0,067 230 230 0 0,100 1 1 9 0,001 -1,812 -1,825 0,028
0,573 240 230 0 0,100 1 1 9 0,100 -1,819 -1,823 0,024
0,444 240 230 0 0,100 1 1 9 0,050 -1,819 -1,823 0,024
0,222 240 230 0 0,100 1 1 9 0,010 -1,819 -1,823 0,024
0,068 240 230 0 0,100 1 1 9 0,001 -1,819 -1,823 0,024
0,582 250 230 0 0,100 1 1 9 0,100 -1,847 -1,857 0,022
0,458 250 230 0 0,100 1 1 9 0,050 -1,847 -1,857 0,022
0,230 250 230 0 0,100 1 1 9 0,010 -1,847 -1,857 0,022
0,071 250 230 0 0,100 1 1 9 0,001 -1,847 -1,857 0,022
0,594 250 250 0 0,100 1 1 9 0,100 -1,881 -1,875 -0,003
0,468 250 250 0 0,100 1 1 9 0,050 -1,881 -1,875 -0,003
0,244 250 250 0 0,100 1 1 9 0,010 -1,881 -1,875 -0,003
0,077 250 250 0 0,100 1 1 9 0,001 -1,881 -1,875 -0,003
0,606 260 250 0 0,100 1 1 9 0,100 -1,908 -1,904 -0,025
0,479 260 250 0 0,100 1 1 9 0,050 -1,908 -1,904 -0,025
0,248 260 250 0 0,100 1 1 9 0,010 -1,908 -1,904 -0,025
0,082 260 250 0 0,100 1 1 9 0,001 -1,908 -1,904 -0,025
0,610 270 250 0 0,100 1 1 9 0,100 -1,925 -1,924 0,018
0,486 270 250 0 0,100 1 1 9 0,050 -1,925 -1,924 0,018
0,259 270 250 0 0,100 1 1 9 0,010 -1,925 -1,924 0,018
0,085 270 250 0 0,100 1 1 9 0,001 -1,925 -1,924 0,018
0,626 270 270 0 0,100 1 1 9 0,100 -1,959 -1,955 0,009
0,499 270 270 0 0,100 1 1 9 0,050 -1,959 -1,955 0,009
0,267 270 270 0 0,100 1 1 9 0,010 -1,959 -1,955 0,009
0,094 270 270 0 0,100 1 1 9 0,001 -1,959 -1,955 0,009
0,633 280 270 0 0,100 1 1 9 0,100 -1,972 -1,976 0,024
0,507 280 270 0 0,100 1 1 9 0,050 -1,972 -1,976 0,024
0,272 280 270 0 0,100 1 1 9 0,010 -1,972 -1,976 0,024
0,090 280 270 0 0,100 1 1 9 0,001 -1,972 -1,976 0,024
0,634 290 270 0 0,100 1 1 9 0,100 -1,984 -1,987 0,011
0,512 290 270 0 0,100 1 1 9 0,050 -1,984 -1,987 0,011
0,276 290 270 0 0,100 1 1 9 0,010 -1,984 -1,987 0,011
0,092 290 270 0 0,100 1 1 9 0,001 -1,984 -1,987 0,011
0,650 290 290 0 0,100 1 1 9 0,100 -2,025 -2,026 0,025
0,529 290 290 0 0,100 1 1 9 0,050 -2,025 -2,026 0,025
0,292 290 290 0 0,100 1 1 9 0,010 -2,025 -2,026 0,025
0,103 290 290 0 0,100 1 1 9 0,001 -2,025 -2,026 0,025
0,653 300 290 0 0,100 1 1 9 0,100 -2,045 -2,047 -0,027
0,534 300 290 0 0,100 1 1 9 0,050 -2,045 -2,047 -0,027
0,293 300 290 0 0,100 1 1 9 0,010 -2,045 -2,047 -0,027
0,106 300 290 0 0,100 1 1 9 0,001 -2,045 -2,047 -0,027
0,665 310 290 0 0,100 1 1 9 0,100 -2,061 -2,066 -0,003
0,542 310 290 0 0,100 1 1 9 0,050 -2,061 -2,066 -0,003
0,298 310 290 0 0,100 1 1 9 0,010 -2,061 -2,066 -0,003
0,105 310 290 0 0,100 1 1 9 0,001 -2,061 -2,066 -0,003
0,670 310 310 0 0,100 1 1 9 0,100 -2,091 -2,087 -0,015
0,551 310 310 0 0,100 1 1 9 0,050 -2,091 -2,087 -0,015
0,312 310 310 0 0,100 1 1 9 0,010 -2,091 -2,087 -0,015
0,115 310 310 0 0,100 1 1 9 0,001 -2,091 -2,087 -0,015
0,684 320 310 0 0,100 1 1 9 0,100 -2,107 -2,100 0,017
0,559 320 310 0 0,100 1 1 9 0,050 -2,107 -2,100 0,017
0,319 320 310 0 0,100 1 1 9 0,010 -2,107 -2,100 0,017
0,117 320 310 0 0,100 1 1 9 0,001 -2,107 -2,100 0,017
0,686 330 310 0 0,100 1 1 9 0,100 -2,130 -2,130 -0,016
0,568 330 310 0 0,100 1 1 9 0,050 -2,130 -2,130 -0,016
0,324 330 310 0 0,100 1 1 9 0,010 -2,130 -2,130 -0,016
0,118 330 310 0 0,100 1 1 9 0,001 -2,130 -2,130 -0,016
0,698 330 330 0 0,100 1 1 9 0,100 -2,159 -2,168 0,021
0,580 330 330 0 0,100 1 1 9 0,050 -2,159 -2,168 0,021
0,338 330 330 0 0,100 1 1 9 0,010 -2,159 -2,168 0,021
0,128 330 330 0 0,100 1 1 9 0,001 -2,159 -2,168 0,021
0,710 340 330 0 0,100 1 1 9 0,100 -2,182 -2,189 0,017
0,592 340 330 0 0,100 1 1 9 0,050 -2,182 -2,189 0,017
0,346 340 330 0 0,100 1 1 9 0,010 -2,182 -2,189 0,017
0,128 340 330 0 0,100 1 1 9 0,001 -2,182 -2,189 0,017
0,709 350 330 0 0,100 1 1 9 0,100 -2,192 -2,197 0,024
0,593 350 330 0 0,100 1 1 9 0,050 -2,192 -2,197 0,024
0,352 350 330 0 0,100 1 1 9 0,010 -2,192 -2,197 0,024
0,133 350 330 0 0,100 1 1 9 0,001 -2,192 -2,197 0,024
0,718 350 350 0 0,100 1 1 9 0,100 -2,225 -2,235 0,004
0,606 350 350 0 0,100 1 1 9 0,050 -2,225 -2,235 0,004
0,364 350 350 0 0,100 1 1 9 0,010 -2,225 -2,235 0,004
0,141 350 350 0 0,100 1 1 9 0,001 -2,225 -2,235 0,004
0,726 360 350 0 0,100 1 1 9 0,100 -2,248 -2,262 0,048
0,617 360 350 0 0,100 1 1 9 0,050 -2,248 -2,262 0,048
0,370 360 350 0 0,100 1 1 9 0,010 -2,248 -2,262 0,048
0,147 360 350 0 0,100 1 1 9 0,001 -2,248 -2,262 0,048
0,739 370 350 0 0,100 1 1 9 0,100 -2,275 -2,278 0,021
0,627 370 350 0 0,100 1 1 9 0,050 -2,275 -2,278 0,021
0,386 370 350 0 0,100 1 1 9 0,010 -2,275 -2,278 0,021
0,154 370 350 0 0,100 1 1 9 0,001 -2,275 -2,278 0,021
0,743 370 370 0 0,100 1 1 9 0,100 -2,299 -2,308 -0,003
0,634 370 370 0 0,100 1 1 9 0,050 -2,299 -2,308 -0,003
0,393 370 370 0 0,100 1 1 9 0,010 -2,299 -2,308 -0,003
0,158 370 370 0 0,100 1 1 9 0,001 -2,299 -2,308 -0,003
0,748 380 370 0 0,100 1 1 9 0,100 -2,311 -2,321 0,037
0,641 380 370 0 0,100 1 1 9 0,050 -2,311 -2,321 0,037
0,397 380 370 0 0,100 1 1 9 0,010 -2,311 -2,321 0,037
0,163 380 370 0 0,100 1 1 9 0,001 -2,311 -2,321 0,037
0,752 390 370 0 0,100 1 1 9 0,100 -2,324 -2,331 0,017
0,643 390 370 0 0,100 1 1 9 0,050 -2,324 -2,331 0,017
0,401 390 370 0 0,100 1 1 9 0,010 -2,324 -2,331 0,017
0,168 390 370 0 0,100 1 1 9 0,001 -2,324 -2,331 0,017
0,765 390 390 0 0,100 1 1 9 0,100 -2,353 -2,361 0,020
0,653 390 390 0 0,100 1 1 9 0,050 -2,353 -2,361 0,020
0,410 390 390 0 0,100 1 1 9 0,010 -2,353 -2,361 0,020
0,171 390 390 0 0,100 1 1 9 0,001 -2,353 -2,361 0,020
0,772 400 390 0 0,100 1 1 9 0,100 -2,373 -2,378 0,028
0,662 400 390 0 0,100 1 1 9 0,050 -2,373 -2,378 0,028
0,421 400 390 0 0,100 1 1 9 0,010 -2,373 -2,378 0,028
0,177 400 390 0 0,100 1 1 9 0,001 -2,373 -2,378 0,028
0,774 410 390 0 0,100 1 1 9 0,100 -2,385 -2,387 -0,001
0,665 410 390 0 0,100 1 1 9 0,050 -2,385 -2,387 -0,001
0,422 410 390 0 0,100 1 1 9 0,010 -2,385 -2,387 -0,001
0,180 410 390 0 0,100 1 1 9 0,001 -2,385 -2,387 -0,001
0,781 410 410 0 0,100 1 1 9 0,100 -2,410 -2,414 0,028
0,677 410 410 0 0,100 1 1 9 0,050 -2,410 -2,414 0,028
0,436 410 410 0 0,100 1 1 9 0,010 -2,410 -2,414 0,028
0,186 410 410 0 0,100 1 1 9 0,001 -2,410 -2,414 0,028
0,784 420 410 0 0,100 1 1 9 0,100 -2,424 -2,424 0,016
0,679 420 410 0 0,100 1 1 9 0,050 -2,424 -2,424 0,016
0,441 420 410 0 0,100 1 1 9 0,010 -2,424 -2,424 0,016
0,194 420 410 0 0,100 1 1 9 0,001 -2,424 -2,424 0,016
0,791 430 410 0 0,100 1 1 9 0,100 -2,440 -2,441 0,018
0,685 430 410 0 0,100 1 1 9 0,050 -2,440 -2,441 0,018
0,445 430 410 0 0,100 1 1 9 0,010 -2,440 -2,441 0,018
0,197 430 410 0 0,100 1 1 9 0,001 -2,440 -2,441 0,018
0,796 430 430 0 0,100 1 1 9 0,100 -2,468 -2,469 0,019
0,699 430 430 0 0,100 1 1 9 0,050 -2,468 -2,469 0,019
0,454 430 430 0 0,100 1 1 9 0,010 -2,468 -2,469 0,019
0,203 430 430 0 0,100 1 1 9 0,001 -2,468 -2,469 0,019
0,800 440 430 0 0,100 1 1 9 0,100 -2,484 -2,488 0,030
0,700 440 430 0 0,100 1 1 9 0,050 -2,484 -2,488 0,030
0,463 440 430 0 0,100 1 1 9 0,010 -2,484 -2,488 0,030
0,210 440 430 0 0,100 1 1 9 0,001 -2,484 -2,488 0,030
0,807 450 430 0 0,100 1 1 9 0,100 -2,504 -2,503 0,006
0,707 450 430 0 0,100 1 1 9 0,050 -2,504 -2,503 0,006
0,472 450 430 0 0,100 1 1 9 0,010 -2,504 -2,503 0,006
0,214 450 430 0 0,100 1 1 9 0,001 -2,504 -2,503 0,006
0,813 450 450 0 0,100 1 1 9 0,100 -2,528 -2,536 0,013
0,715 450 450 0 0,100 1 1 9 0,050 -2,528 -2,536 0,013
0,482 450 450 0 0,100 1 1 9 0,010 -2,528 -2,536 0,013
0,222 450 450 0 0,100 1 1 9 0,001 -2,528 -2,536 0,013
0,819 460 450 0 0,100 1 1 9 0,100 -2,538 -2,542 -0,003
0,723 460 450 0 0,100 1 1 9 0,050 -2,538 -2,542 -0,003
0,488 460 450 0 0,100 1 1 9 0,010 -2,538 -2,542 -0,003
0,221 460 450 0 0,100 1 1 9 0,001 -2,538 -2,542 -0,003
0,820 470 450 0 0,100 1 1 9 0,100 -2,554 -2,572 0,056
0,728 470 450 0 0,100 1 1 9 0,050 -2,554 -2,572 0,056
0,498 470 450 0 0,100 1 1 9 0,010 -2,554 -2,572 0,056
0,226 470 450 0 0,100 1 1 9 0,001 -2,554 -2,572 0,056
0,828 470 470 0 0,100 1 1 9 0,100 -2,574 -2,580 0,035
0,735 470 470 0 0,100 1 1 9 0,050 -2,574 -2,580 0,035
0,501 470 470 0 0,100 1 1 9 0,010 -2,574 -2,580 0,035
0,236 470 470 0 0,100 1 1 9 0,001 -2,574 -2,580 0,035
0,832 480 470 0 0,100 1 1 9 0,100 -2,598 -2,595 0,005
0,741 480 470 0 0,100 1 1 9 0,050 -2,598 -2,595 0,005
0,509 480 470 0 0,100 1 1 9 0,010 -2,598 -2,595 0,005
0,245 480 470 0 0,100 1 1 9 0,001 -2,598 -2,595 0,005
0,835 490 470 0 0,100 1 1 9 0,100 -2,610 -2,613 0,029
0,741 490 470 0 0,100 1 1 9 0,050 -2,610 -2,613 0,029
0,514 490 470 0 0,100 1 1 9 0,010 -2,610 -2,613 0,029
0,253 490 470 0 0,100 1 1 9 0,001 -2,610 -2,613 0,029
0,841 490 490 0 0,100 1 1 9 0,100 -2,634 -2,650 0,069
0,751 490 490 0 0,100 1 1 9 0,050 -2,634 -2,650 0,069
0,529 490 490 0 0,100 1 1 9 0,010 -2,634 -2,650 0,069
0,256 490 490 0 0,100 1 1 9 0,001 -2,634 -2,650 0,069
0,846 500 490 0 0,100 1 1 9 0,100 -2,654 -2,656 0,002
0,758 500 490 0 0,100 1 1 9 0,050 -2,654 -2,656 0,002
0,532 500 490 0 0,100 1 1 9 0,010 -2,654 -2,656 0,002
0,260 500 490 0 0,100 1 1 9 0,001 -2,654 -2,656 0,002
0,848 510 490 0 0,100 1 1 9 0,100 -2,662 -2,650 -0,003
0,763 510 490 0 0,100 1 1 9 0,050 -2,662 -2,650 -0,003
