Power n1 n2 mu1 mu2 sigma1 sigma2 GND_shape_parameter alpha mean_evaluation median_evaluation skewness_evaluation
0,136 20 20 0 0,100 1 1 2 0,100 -0,436 -0,433 0,057 
0,132 30 20 0 0,100 1 1 2 0,100 -0,461 -0,475 0,051 
0,145 40 20 0 0,100 1 1 2 0,100 -0,496 -0,486 0,013 
0,158 40 40 0 0,100 1 1 2 0,100 -0,608 -0,616 0,003 
0,164 50 40 0 0,100 1 1 2 0,100 -0,641 -0,641 0,017 
0,175 60 40 0 0,100 1 1 2 0,100 -0,667 -0,690 0,051 
0,193 60 60 0 0,100 1 1 2 0,100 -0,753 -0,745 0,013 
0,205 70 60 0 0,100 1 1 2 0,100 -0,790 -0,789 0,041 
0,209 80 60 0 0,100 1 1 2 0,100 -0,802 -0,813 0,048 
0,225 80 80 0 0,100 1 1 2 0,100 -0,868 -0,867 0,011 
0,235 90 80 0 0,100 1 1 2 0,100 -0,901 -0,905 0,032 
0,243 100 80 0 0,100 1 1 2 0,100 -0,921 -0,930 0,039 
0,259 100 100 0 0,100 1 1 2 0,100 -0,978 -0,985 -0,001 
0,268 110 100 0 0,100 1 1 2 0,100 -1,001 -1,012 0,065 
0,271 120 100 0 0,100 1 1 2 0,100 -1,014 -1,017 0,055 
0,291 120 120 0 0,100 1 1 2 0,100 -1,066 -1,066 0,047 
0,295 130 120 0 0,100 1 1 2 0,100 -1,093 -1,084 -0,020 
0,300 140 120 0 0,100 1 1 2 0,100 -1,114 -1,113 0,004 
0,310 140 140 0 0,100 1 1 2 0,100 -1,150 -1,153 0,013 
0,317 150 140 0 0,100 1 1 2 0,100 -1,164 -1,164 0,008 
0,322 160 140 0 0,100 1 1 2 0,100 -1,187 -1,178 -0,015 
0,339 160 160 0 0,100 1 1 2 0,100 -1,222 -1,221 0,017 
0,352 170 160 0 0,100 1 1 2 0,100 -1,250 -1,250 0,050 
0,359 180 160 0 0,100 1 1 2 0,100 -1,279 -1,275 -0,004 
0,370 180 180 0 0,100 1 1 2 0,100 -1,308 -1,313 0,014 
0,376 190 180 0 0,100 1 1 2 0,100 -1,331 -1,332 0,014 
0,384 200 180 0 0,100 1 1 2 0,100 -1,341 -1,342 0,012 
0,399 200 200 0 0,100 1 1 2 0,100 -1,374 -1,381 0,029 
0,400 210 200 0 0,100 1 1 2 0,100 -1,392 -1,391 -0,001 
0,410 220 200 0 0,100 1 1 2 0,100 -1,415 -1,417 0,037 
0,428 220 220 0 0,100 1 1 2 0,100 -1,448 -1,456 0,031 
0,424 230 220 0 0,100 1 1 2 0,100 -1,448 -1,450 0,018 
0,434 240 220 0 0,100 1 1 2 0,100 -1,472 -1,472 0,009 
0,453 240 240 0 0,100 1 1 2 0,100 -1,519 -1,521 0,034 
0,452 250 240 0 0,100 1 1 2 0,100 -1,520 -1,520 0,024 
0,455 260 240 0 0,100 1 1 2 0,100 -1,525 -1,529 0,003 
0,479 260 260 0 0,100 1 1 2 0,100 -1,581 -1,594 0,029 
0,481 270 260 0 0,100 1 1 2 0,100 -1,589 -1,598 0,046 
0,479 280 260 0 0,100 1 1 2 0,100 -1,584 -1,595 0,031 
0,498 280 280 0 0,100 1 1 2 0,100 -1,631 -1,639 0,034 
0,499 290 280 0 0,100 1 1 2 0,100 -1,640 -1,641 0,034 
0,501 300 280 0 0,100 1 1 2 0,100 -1,652 -1,647 -0,026 
0,514 300 300 0 0,100 1 1 2 0,100 -1,678 -1,678 0,016 
0,526 310 300 0 0,100 1 1 2 0,100 -1,696 -1,707 0,036 
0,534 320 300 0 0,100 1 1 2 0,100 -1,725 -1,730 0,016 
0,545 320 320 0 0,100 1 1 2 0,100 -1,750 -1,757 0,020 
0,546 330 320 0 0,100 1 1 2 0,100 -1,753 -1,756 0,051 
0,549 340 320 0 0,100 1 1 2 0,100 -1,760 -1,770 0,032 
0,563 340 340 0 0,100 1 1 2 0,100 -1,799 -1,804 0,025 
0,568 350 340 0 0,100 1 1 2 0,100 -1,812 -1,824 0,025 
0,575 360 340 0 0,100 1 1 2 0,100 -1,826 -1,841 0,021 
0,581 360 360 0 0,100 1 1 2 0,100 -1,847 -1,846 0,013 
0,580 370 360 0 0,100 1 1 2 0,100 -1,854 -1,854 0,005 
0,582 380 360 0 0,100 1 1 2 0,100 -1,864 -1,850 0,001 
0,604 380 380 0 0,100 1 1 2 0,100 -1,906 -1,912 -0,013 
0,608 390 380 0 0,100 1 1 2 0,100 -1,913 -1,917 0,019 
0,610 400 380 0 0,100 1 1 2 0,100 -1,921 -1,914 0,014 
0,623 400 400 0 0,100 1 1 2 0,100 -1,954 -1,962 0,022 
0,623 410 400 0 0,100 1 1 2 0,100 -1,957 -1,964 0,013 
0,626 420 400 0 0,100 1 1 2 0,100 -1,969 -1,968 0,004 
0,642 420 420 0 0,100 1 1 2 0,100 -2,010 -2,008 0,043 
0,639 430 420 0 0,100 1 1 2 0,100 -2,004 -1,997 -0,013 
0,650 440 420 0 0,100 1 1 2 0,100 -2,025 -2,036 0,025 
0,652 440 440 0 0,100 1 1 2 0,100 -2,041 -2,051 -0,002 
0,666 450 440 0 0,100 1 1 2 0,100 -2,063 -2,071 0,018 
0,673 460 440 0 0,100 1 1 2 0,100 -2,081 -2,084 0,010 
0,673 460 460 0 0,100 1 1 2 0,100 -2,091 -2,092 0,003 
0,674 470 460 0 0,100 1 1 2 0,100 -2,090 -2,087 -0,025 
0,680 480 460 0 0,100 1 1 2 0,100 -2,110 -2,110 0,013 
0,690 480 480 0 0,100 1 1 2 0,100 -2,137 -2,132 -0,018 
0,692 490 480 0 0,100 1 1 2 0,100 -2,145 -2,147 0,012 
0,698 500 480 0 0,100 1 1 2 0,100 -2,164 -2,174 0,011 
0,703 500 500 0 0,100 1 1 2 0,100 -2,174 -2,175 0,005 
0,072 20 20 0 0,100 1 1 2 0,050 -0,436 -0,433 0,057 
0,072 30 20 0 0,100 1 1 2 0,050 -0,461 -0,475 0,051 
0,079 40 20 0 0,100 1 1 2 0,050 -0,496 -0,486 0,013 
0,091 40 40 0 0,100 1 1 2 0,050 -0,608 -0,616 0,003 
0,093 50 40 0 0,100 1 1 2 0,050 -0,641 -0,641 0,017 
0,099 60 40 0 0,100 1 1 2 0,050 -0,667 -0,690 0,051 
0,116 60 60 0 0,100 1 1 2 0,050 -0,753 -0,745 0,013 
0,125 70 60 0 0,100 1 1 2 0,050 -0,790 -0,789 0,041 
0,127 80 60 0 0,100 1 1 2 0,050 -0,802 -0,813 0,048 
0,142 80 80 0 0,100 1 1 2 0,050 -0,868 -0,867 0,011 
0,145 90 80 0 0,100 1 1 2 0,050 -0,901 -0,905 0,032 
0,155 100 80 0 0,100 1 1 2 0,050 -0,921 -0,930 0,039 
0,165 100 100 0 0,100 1 1 2 0,050 -0,978 -0,985 -0,001 
0,174 110 100 0 0,100 1 1 2 0,050 -1,001 -1,012 0,065 
0,177 120 100 0 0,100 1 1 2 0,050 -1,014 -1,017 0,055 
0,189 120 120 0 0,100 1 1 2 0,050 -1,066 -1,066 0,047 
0,197 130 120 0 0,100 1 1 2 0,050 -1,093 -1,084 -0,020 
0,200 140 120 0 0,100 1 1 2 0,050 -1,114 -1,113 0,004 
0,208 140 140 0 0,100 1 1 2 0,050 -1,150 -1,153 0,013 
0,211 150 140 0 0,100 1 1 2 0,050 -1,164 -1,164 0,008 
0,219 160 140 0 0,100 1 1 2 0,050 -1,187 -1,178 -0,015 
0,230 160 160 0 0,100 1 1 2 0,050 -1,222 -1,221 0,017 
0,240 170 160 0 0,100 1 1 2 0,050 -1,250 -1,250 0,050 
0,246 180 160 0 0,100 1 1 2 0,050 -1,279 -1,275 -0,004 
0,259 180 180 0 0,100 1 1 2 0,050 -1,308 -1,313 0,014 
0,263 190 180 0 0,100 1 1 2 0,050 -1,331 -1,332 0,014 
0,272 200 180 0 0,100 1 1 2 0,050 -1,341 -1,342 0,012 
0,281 200 200 0 0,100 1 1 2 0,050 -1,374 -1,381 0,029 
0,284 210 200 0 0,100 1 1 2 0,050 -1,392 -1,391 -0,001 
0,292 220 200 0 0,100 1 1 2 0,050 -1,415 -1,417 0,037 
0,307 220 220 0 0,100 1 1 2 0,050 -1,448 -1,456 0,031 
0,304 230 220 0 0,100 1 1 2 0,050 -1,448 -1,450 0,018 
0,315 240 220 0 0,100 1 1 2 0,050 -1,472 -1,472 0,009 
0,330 240 240 0 0,100 1 1 2 0,050 -1,519 -1,521 0,034 
0,331 250 240 0 0,100 1 1 2 0,050 -1,520 -1,520 0,024 
0,331 260 240 0 0,100 1 1 2 0,050 -1,525 -1,529 0,003 
0,354 260 260 0 0,100 1 1 2 0,050 -1,581 -1,594 0,029 
0,356 270 260 0 0,100 1 1 2 0,050 -1,589 -1,598 0,046 
0,355 280 260 0 0,100 1 1 2 0,050 -1,584 -1,595 0,031 
0,375 280 280 0 0,100 1 1 2 0,050 -1,631 -1,639 0,034 
0,376 290 280 0 0,100 1 1 2 0,050 -1,640 -1,641 0,034 
0,378 300 280 0 0,100 1 1 2 0,050 -1,652 -1,647 -0,026 
0,389 300 300 0 0,100 1 1 2 0,050 -1,678 -1,678 0,016 
0,396 310 300 0 0,100 1 1 2 0,050 -1,696 -1,707 0,036 
0,405 320 300 0 0,100 1 1 2 0,050 -1,725 -1,730 0,016 
0,418 320 320 0 0,100 1 1 2 0,050 -1,750 -1,757 0,020 
0,419 330 320 0 0,100 1 1 2 0,050 -1,753 -1,756 0,051 
0,424 340 320 0 0,100 1 1 2 0,050 -1,760 -1,770 0,032 
0,437 340 340 0 0,100 1 1 2 0,050 -1,799 -1,804 0,025 
0,448 350 340 0 0,100 1 1 2 0,050 -1,812 -1,824 0,025 
0,450 360 340 0 0,100 1 1 2 0,050 -1,826 -1,841 0,021 
0,454 360 360 0 0,100 1 1 2 0,050 -1,847 -1,846 0,013 
0,461 370 360 0 0,100 1 1 2 0,050 -1,854 -1,854 0,005 
0,459 380 360 0 0,100 1 1 2 0,050 -1,864 -1,850 0,001 
